restaurant,address,city,state,zipcode,inspection_date,score,latitude,longitude
Hibachi Express,11770 Haynes Bridge STE 104,Alpharetta,GA,30009,2019-07-11,96,34.0697338,-84.2945836
Googie Burger,265 Park Avenue West NW,Atlanta,GA,30313,2019-01-26,99,33.7618207,-84.3945295
Stats Adidas Room,300 Marietta ST,Atlanta,GA,30313,2019-06-05,100,33.7616943,-84.3965409
Goin Coastal,1021 Virginia AVE NE,Atlanta,GA,30306,2016-10-27,97,33.7822950,-84.3538480
"Atlanta Youth Academies, Inc.",2120 Forrest SE,Atlanta,GA,30315,2019-03-14,100,33.6956727,-84.3592573
GA Magnet Charter Sch/Hapeville Career Acad High Sch,6045 Buffington BLDG A,Union City,GA,30349,2019-09-24,99,33.5923923,-84.4989489
Highland Bakery Midtown At 1180,1180 Peachtree ST NE STE L-C,Atlanta,GA,30309,2018-12-27,97,33.7869284,-84.3840985
City Garden,557 North Central AVE,Hapeville,GA,30354,2019-01-10,88,33.6580395,-84.4070483
Bistro 7 LLC,231 Peachtree ST NE STE B-71B,Atlanta,GA,30303,2020-01-10,84,33.7602091,-84.3870153
Something Special,1665 Jonesboro RD,Atlanta,GA,30315,2019-09-27,80,33.7066013,-84.3798524
Marcos Pizza,1590 Holcomb Bridge RD STE 300,Roswell,GA,30076,2019-10-16,100,34.0156680,-84.3088788
Royal Peacock Club,186 1/2 Auburn AVE,Atlanta,GA,30303,2019-07-17,100,33.7559948,-84.3882056
Five Guys Burgers & Fries,5230 Windward PKWY STE 104,Alpharetta,GA,30004,2019-10-23,100,34.0912539,-84.2752008
On The Border,10575 Davis DR,Alpharetta,GA,30009,2019-12-20,91,34.0405540,-84.3142228
The Flying Biscuit Cafe,10779 Alpharetta HWY STE 210,Roswell,GA,30076,2019-10-10,96,34.0421279,-84.3399082
180 Degrees Kitchen,1300 Joseph E. Boone BLVD,Atlanta,GA,30314,2019-04-16,88,33.7622814,-84.4305997
Intercontinental Buckhead Banquet,3315 Peachtree ST,Atlanta,GA,30326,2019-12-16,98,33.8156348,-84.3910819
Bourbon Bar,3315 Peachtree RD,Atlanta,GA,30326,2019-12-16,96,33.8456024,-84.3682565
Intercontinental Buckhead Main,3315 Peachtree RD,Atlanta,GA,30326,2019-12-16,85,33.8456024,-84.3682565
Georgia Tech - Chick-Fil-A Wenn Student Center,350 Ferst DR NW 1st Floor Commons,Atlanta,GA,30332,2019-07-09,91,33.7739778,-84.3988123
Intercontinental Buckhead Atlanta Employee Cafeter,3315 Peachtree RD NE,Atlanta,GA,30326,2019-12-16,95,33.8456461,-84.3682050
Intercontinental Hotel Buckhead Atlanta JR Ballrm,3315 Peachtree RD NE,Atlanta,GA,30326,2019-12-16,100,33.8456461,-84.3682050
Hammer's Beach Bar,898 Virginia AVE,Hapeville,GA,30354,2019-06-11,89,33.6586910,-84.4188161
Rusan's Tower Place,3365 Piedmont RD STE 1140,Atlanta,GA,30305,2020-01-13,99,33.8480075,-84.3714551
Rising Roll Gourmet,113 Peachtree ST NE,Atlanta,GA,30303,2020-01-14,96,33.7566587,-84.3881214
Lenny's Sub Shop,1605 Mansell RD STE A,Alpharetta,GA,30009,2019-10-03,100,34.0395445,-84.3186620
Kampai Sushi & Hibachi,9700 Medlock Bridge RD,Johns Creek,GA,30099,2019-07-02,81,34.0175527,-84.1923682
Country Club Of The South,4100 Old Alabama RD,Alpharetta,GA,30022,2019-12-04,96,34.0160887,-84.2404748
Aurora Cineplex LLC,5100 Commerce PKWY,Roswell,GA,30076,2019-11-12,100,34.0376162,-84.3400488
The Greater Good,4441 Roswell RD,Atlanta,GA,30342,2019-08-05,100,33.8763989,-84.3801678
Lucky's Burger & Brew,1144 Alpharetta ST STE 100,Roswell,GA,30075,2019-09-09,91,34.0301578,-84.3555399
KIPP Vision Academy,660 McWilliams RD SE,Atlanta,GA,30354,2019-10-07,96,33.6896261,-84.3670198
TEST RESTAURANT,123 Peachtree ST,Atlanta,GA,30303,2011-04-06,99,33.7514973,-84.3930691
Alpine Bakery 1 LLC,12315 Crabapple RD STE 100,Alpharetta,GA,30004,2019-02-20,90,34.0828154,-84.3552729
Fuddruckers,6360 North Point PKWY,Alpharetta,GA,30022,2019-02-21,100,34.0459904,-84.2911170
Tom& Trav's Gourmet To Go,1805 Hembree RD STE B,Alpharetta,GA,30009,2017-06-05,96,34.0605528,-84.3049733
Metro City Dogs,1979 Spring ST STE 4,Smyrna,GA,30080,2019-01-25,100,33.8837919,-84.5020835
The Daiquiri Factory,889 West Peachtree ST,Atlanta,GA,30309,2018-03-15,92,33.7790951,-84.3869348
Breadwinner Bakery & Cafe,220 Sandy Springs CIR STE 195,Atlanta,GA,30328,2020-01-06,100,33.9249558,-84.3838556
Hal's on Old Ivy,30 Old Ivy RD,Atlanta,GA,30342,2019-03-08,99,33.8546887,-84.3816795
Hal's on Old Ivy- Upstairs Kitchen,30 Old Ivy RD,Atlanta,GA,30342,2019-03-08,100,33.8546887,-84.3816795
Waffle House,100 Piedmont AVE SE,Atlanta,GA,30303,2019-06-10,98,33.7508176,-84.3856379
Cafe Bakery/Starbucks,3242 Peachtree RD NE,Atlanta,GA,30305,2019-07-16,96,33.8435522,-84.3727828
Southside Wings,5330 Old National HWY STE A,College Park,GA,30349,2019-11-22,83,33.6105426,-84.4709552
"Palomilla's Grill Inc,",11030 Medlock Bridge RD STE 210,Johns Creek,GA,30092,2019-01-03,100,34.0511373,-84.1766193
Zoe's Kitchen,3655 Roswell RD STE 100,Atlanta,GA,30342,2019-12-03,92,33.8551535,-84.3818643
Little Caesar's,8351 Roswell RD,Sandy Springs,GA,30350,2018-03-23,85,33.9831678,-84.3489673
Marriott Marquis M-Store,265 Peachtree Center AVE,Atlanta,GA,30303,2020-01-13,90,33.7615923,-84.3856621
Taste of Asia,303 Peachtree Center AVE STE BL-8a,Atlanta,GA,30303,2019-07-11,91,33.7627649,-84.3864991
Jersey Mike's Subs,4075 Old Milton PKWY STE 6,Alpharetta,GA,30005,2018-12-07,90,34.0599323,-84.2422445
Pizza Hut Express,375 18th ST,Atlanta,GA,30363,2019-03-19,86,33.7932856,-84.3993367
Starbucks Coffee,375 18th ST,Atlanta,GA,30363,2018-08-27,100,33.7932856,-84.3993367
Sake Japanese Steak House,1155 Woodstock RD STE 1030,Roswell,GA,30075,2019-03-22,93,34.0631272,-84.3993526
191 Club,191 Peachtree ST NE,Atlanta,GA,30303,2020-02-19,89,33.7590348,-84.3866860
J.R. Crickets,4550 Jonesboro RD STE C,Union City,GA,30291,2019-09-04,93,33.5666381,-84.5370780
Dragon House,8390 Senoia RD UNIT A,Fairburn,GA,30213,2019-04-17,86,33.5287917,-84.5751560
Sombreros Mexican Cantina,411 North Central AVE,Atlanta,GA,30354,2019-01-14,86,33.6558397,-84.4022258
Happy Buddha,1457 Virginia AVE,College Park,GA,30337,2019-08-06,90,33.6595831,-84.4369600
Subway #47648,74 Northside DR SW,Atlanta,GA,30313,2019-08-29,100,33.7524606,-84.4025598
Legal Sea Foods,275 Baker ST NW,Atlanta,GA,30313,2018-10-16,94,33.7619144,-84.3956378
Subway,5640 Northside DR,Atlanta,GA,30328,2020-01-22,82,33.9075920,-84.4327491
Your Pie Roswell,625 W Crossville RD STE 110,Roswell,GA,30075,2019-11-05,99,34.0595024,-84.3802425
Harlem Nights DBA Privilege Restaurant,201 Courtland ST,Atlanta,GA,30303,2016-12-18,99,33.7599060,-84.3839788
KIPP Strive Atlanta,1444 Lucille AVE SW,Atlanta,GA,30304,2019-10-01,100,33.7419712,-84.4348264
Yeah! Burger,1017 North Highland AVE,Atlanta,GA,30306,2019-05-02,93,33.7821356,-84.3538968
Wendy's,4630 Jonesboro RD,Union City,GA,30291,2019-12-05,93,33.5679447,-84.5386416
Rising Roll Gourmet,11417 Haynes Bridge RD,Alpharetta,GA,30009,2019-09-17,96,34.0579023,-84.2866140
Bagel Boys Cafe-Kimball Bridge LLC,4620 Kimball Bridge RD,Alpharetta,GA,30022,2019-03-21,95,34.0611671,-84.2260271
Courtyard by Marriott Extended Food,1132 Techwood DR,Atlanta,GA,30318,2019-03-13,82,33.7854533,-84.3928464
Induction Cart #1,285 Andrew Young International BLVD,Atlanta,GA,30313,2020-03-02,100,33.7585199,-84.3961482
Induction Cart #6,285 Andrew Young International BLVD,Atlanta,GA,30313,2020-03-02,100,33.7585199,-84.3961482
Induction Cart #2,285 Andrew Young International BLVD,Atlanta,GA,30313,2020-03-02,100,33.7585199,-84.3961482
Induction Cart #3,285 Andrew Young International BLVD,Atlanta,GA,30313,2020-03-02,100,33.7585199,-84.3961482
Induction Cart #5,285 Andrew Young International BLVD,Atlanta,GA,30313,2020-03-02,100,33.7585199,-84.3961482
Induction Cart #4,285 Andrew Young International BLVD,Atlanta,GA,30313,2020-03-02,100,33.7585199,-84.3961482
Angelina's Natural Blend,285 Andrew Young International BLVD,Atlanta,GA,30313,2015-03-26,100,33.7585199,-84.3961482
Holiday Inn Express and Suites,3833 Princeton Lakes CT,Atlanta,GA,30331,2020-01-29,82,33.6573069,-84.5131985
Local Three Kitchen & Bar,3290 Northside PKWY,Atlanta,GA,30327,2019-09-19,91,33.8446963,-84.4268677
Pita Hut 2,285 Andrew Young International BLVD,Atlanta,GA,30305,2019-05-13,100,33.7585199,-84.3961482
Thumbs Up Smoke House And Commercial Kitchen,581 Edgewood AVE,Atlanta,GA,30312,2019-04-11,100,33.7540620,-84.3683750
Church,466 Edgewood AVE,Atlanta,GA,30312,2018-08-14,91,33.7544770,-84.3723734
DePalma's Italian Cafe,1201 Collier RD,Atlanta,GA,30318,2019-09-30,95,33.8116126,-84.4250214
Bier Garden 1,300 Marietta ST,Atlanta,GA,30313,2019-04-08,96,33.7616943,-84.3965409
Fairfield Inn & Suite Atlanta Airport North,1255 Walker AVE,Eastman,GA,30344,2019-12-16,94,33.6631549,-84.4297734
Rahim Chicken Supreme,2883 Lakewood AVE,Atlanta,GA,30315,2019-04-23,95,33.6974950,-84.4100020
Domino's Pizza,461 Ponce De Leon AVE,Atlanta,GA,30308,2019-11-05,98,33.7730176,-84.3719068
Moe's Southwest Grill,863 Ponce De Leon AVE,Atlanta,GA,30306,2020-01-29,96,33.7734737,-84.3590108
Alibaba's,60 Broad ST,Atlanta,GA,30303,2019-06-19,94,33.7558448,-84.3895717
Bell Street Burritos,209 Edgewood AVE STE 127,Atlanta,GA,30303,2018-09-04,92,33.7540215,-84.3799140
Taqueria San Pancho,10479 Alpharetta ST,Roswell,GA,30075,2019-06-06,87,34.0339887,-84.3459066
P. Red's BBQ,999 Chattahoochee AVE NW,Atlanta,GA,30318,2019-03-29,94,33.8007106,-84.4205081
Cafe 6000,6000 Windward PKWY,Alpharetta,GA,30005,2018-09-10,100,34.0912856,-84.2498578
McDonald's,5115 Old National HWY,Atlanta,GA,30349,2019-10-23,95,33.6159864,-84.4733124
TRATTORIA 141(after 5),9810 Medlock Bridge RD STE 100,Duluth,GA,30097,2019-09-09,100,34.0205297,-84.1900367
San Francisco Coffee Roasting Co.,676 North Highland AVE STE C,Atlanta,GA,30306,2019-04-15,90,33.7728405,-84.3527672
Mortons - The Steakhouse,303 Peachtree ST,Atlanta,GA,30308,2020-03-13,96,33.7628370,-84.3867340
The Big Ketch,3279 Roswell RD,Atlanta,GA,30305,2020-02-20,100,33.8446604,-84.3795650
Atlanta Heights Charter School,3712 Martin Luther King BLVD,Atlanta,GA,30331,2019-10-22,100,33.7629933,-84.5137805
Aramark,725 West Peachtree ST,Atlanta,GA,30308,2019-09-06,100,33.7739924,-84.3866474
The Flying Biscuit Cafe,1001 Piedmont AVE STE 103,Atlanta,GA,30309,2019-10-16,97,33.7820169,-84.3802167
Agora,3850 Jonesboro RD SE,Atlanta,GA,30354,2019-03-08,83,33.6505515,-84.3653367
Davio's Northern Italian Steakhouse,3500 Peachtree RD NE STE 100,Atlanta,GA,30326,2020-01-31,99,33.8528035,-84.3622556
The Derby,7716 Spalding DR,Norcross,GA,30092,2019-10-03,96,33.9680230,-84.2616872
Chick-Fil-A at GWCC (Movable 2),285 Andrew Young International BLVD,Atlanta,GA,30313,2016-10-28,100,33.7585199,-84.3961482
Intercontinental Buckhead Hotel- Kosher Kitchen,3315 Peachtree RD,Atlanta,GA,30326,2020-01-10,99,33.8456024,-84.3682565
"For All Occasions & More, LLC( Hebrew Academy)",5200 Northland DR,Atlanta,GA,30342,2018-07-25,100,33.8959525,-84.3665102
Greystone @ Piedmont Park Warming Kitchen,400 Park DR STE D,Atlanta,GA,30306,2019-04-15,100,33.7885073,-84.3730588
Cafe Momo,231 Peachtree ST NE STE B-71,Atlanta,GA,30303,2019-09-23,85,33.7602091,-84.3870153
Gyro King,400 West Peachtree ST,Atlanta,GA,30308,2019-04-10,87,33.7653099,-84.3855191
McDonald's #29805,9140 Roosevelt HWY,Palmetto,GA,30268,2019-02-25,81,33.5282777,-84.6599069
Egg Harbor Cafe,10270 Medlock Bridge RD,Duluth,GA,30097,2019-01-04,95,34.0316590,-84.1869061
Empire State South,999 Peachtree ST NE STE 140,Atlanta,GA,30309,2019-10-01,97,33.7811208,-84.3836503
Nuts About Georgia U23,285 Andrew Young International BLVD,Atlanta,GA,30313,2017-08-09,100,33.7585199,-84.3961482
Sweet Georgia's Juke Joint Main Bar,200 Peachtree ST,Atlanta,GA,30309,2019-08-23,95,33.7593417,-84.3880871
Sweet Georgia Juke Joint Kitchen,200 Peachtree ST,Atlanta,GA,30309,2019-08-23,74,33.7593417,-84.3880871
Sweet Georgia Juke Joint Service Bar,200 Peachtree ST,Atlanta,GA,30309,2018-10-11,100,33.7593417,-84.3880871
Hughes Spalding Children's Hospital Cafe,"35 Jesse Hill Jr., DR SE",Atlanta,GA,30303,2018-05-11,96,33.7539006,-84.3820093
14th Street Playhouse,173 14th ST,Atlanta,GA,30309,2013-11-21,95,33.7859483,-84.3817206
Twelve Eighty Restaurant,1280 Peachtree ST,Atlanta,GA,30309,2018-11-20,89,33.7895499,-84.3844148
Production Kitchen- MAB,1280 Peachtree ST,Atlanta,GA,30309,2018-11-20,88,33.7895499,-84.3844148
High Cafe-HMA,1280 Peachtree ST,Atlanta,GA,30309,2018-11-20,95,33.7895499,-84.3844148
Weiland Pavillion-HMA,1280 Peachtree ST,Atlanta,GA,30309,2018-11-20,95,33.7895499,-84.3844148
Hertz Stage Bar,1280 Peachtree ST,Atlanta,GA,30309,2018-11-20,100,33.7895499,-84.3844148
Cart-MAB,1280 Peachtree ST,Atlanta,GA,30309,2018-11-20,96,33.7895499,-84.3844148
Church's Chicken,5148 Old National HWY,Atlanta,GA,30349,2019-06-24,91,33.6147205,-84.4722875
Shaw Room-MAB,1280 Peachtree ST,Atlanta,GA,30309,2018-11-20,96,33.7895499,-84.3844148
Park Grounds,142 Flat Shoals AVE SE,Atlanta,GA,30316,2019-12-17,90,33.7501049,-84.3545952
The Derby,9850 Nesbit Ferry RD,Alpharetta,GA,30022,2019-09-25,94,34.0196114,-84.2788204
St. Regis Bar,88 West Paces Ferry RD,Atlanta,GA,30305,2019-10-07,96,33.8399130,-84.3827060
St. Regis Main Kitchen,88 West Paces Ferry RD,Atlanta,GA,30305,2020-01-30,80,33.8399130,-84.3827060
St. Regis 6th Floor Bar,88 West Paces Ferry RD,Atlanta,GA,30305,2019-10-07,100,33.8399130,-84.3827060
Loft At Castleberry Hill (Deli Kitchen),170 Northside DR SW,Atlanta,GA,30313,2018-10-12,96,33.7500392,-84.4033955
Loft at Castleberry Hill (Events Kitchen),170 Northside DR SW,Atlanta,GA,30313,2019-03-05,94,33.7500392,-84.4033955
Iztaccihuatl Mexican Food,22 West Broad ST,Fairburn,GA,30213,2018-12-06,96,33.5676111,-84.5812540
3376 Peachtree Road-Atlanta Hotel LL Inc.(Main Kitchen),3376 Peachtree RD,Atlanta,GA,30326,2019-05-09,95,33.8495346,-84.3666797
Sodexo@UPS,12380 Morris RD,Alpharetta,GA,30005,2018-09-24,98,34.0807820,-84.2636830
3376 Peachtree Road Atlanta Hotel LL Inc.(Employee Kitchen),3376 Peachtree RD,Atlanta,GA,30326,2019-05-09,91,33.8495346,-84.3666797
3376 Peachtree Road-Atlanta Hotel LL Inc.(Banquet Hall),3376 Peachtree RD,Atlanta,GA,30326,2018-10-24,91,33.8495346,-84.3666797
3376 Peachtree Road-Atlanta Hotel LL Inc.(Lobby Bar/Cafe),3376 Peachtree RD,Atlanta,GA,30326,2019-05-09,99,33.8495346,-84.3666797
Moe's Original Bar B Que,349 14th ST STE A,Atlanta,GA,30318,2019-04-24,99,33.7863437,-84.3985727
"Cafe 400, LLC",1100 Johnson Ferry RD NE STE 135,Atlanta,GA,30342,2019-11-04,100,33.9070366,-84.3493306
Pinkberry,3637 Peachtree RD NE STE 1B,Atlanta,GA,30319,2018-08-27,100,33.8529711,-84.3583126
Camp Truitt Senior Center,4320 Herschell RD,College Park,GA,30337,2019-07-16,100,33.6377678,-84.4722712
Cafe At Pharr,3145 Peachtree RD STE 101,Atlanta,GA,30305,2019-10-24,92,33.8398668,-84.3774374
Tiny Bistro,1039 Marietta ST,Atlanta,GA,30318,2019-06-28,99,33.7795837,-84.4111522
Delia's Chicken Sausage Stand,489 Moreland AVE SE,Atlanta,GA,30316,2019-04-10,100,33.7407939,-84.3496143
Skylounge At The Glenn,110 Marietta ST,Atlanta,GA,30303,2019-02-05,100,33.7569866,-84.3929901
Atlanta Technical College - Bake Kitchen,1560 Metropolitan PKWY SE,Atlanta,GA,30310,2019-10-10,97,33.7117700,-84.4077930
The Bistro,3332 Peachtree RD,Atlanta,GA,30326,2020-02-06,100,33.8468327,-84.3700787
The Bistro Kitchen,3332 Peachtree RD,Atlanta,GA,30326,2020-02-06,95,33.8468327,-84.3700787
Whitehall Tavern,2391 Peachtree RD,Atlanta,GA,30305,2019-06-27,99,33.8219248,-84.3897075
Come Home Eatery,3580 Cascade RD,Atlanta,GA,30331,2019-05-07,100,33.7228780,-84.5060031
DaVinci's Pizzeria Of Midtown,1270 West Peachtree ST,Atlanta,GA,30309,2019-03-21,81,33.7893220,-84.3880022
22 Storys Lobby Bar,265 Peachtree ST NE,Atlanta,GA,30303,2020-01-13,100,33.7613755,-84.3873556
Chico & Chang,447 Ponce De Leon AVE,Atlanta,GA,30308,2018-03-07,80,33.7730080,-84.3721737
USA Deli,1156 Memorial DR,Atlanta,GA,30316,2018-07-27,89,33.7477968,-84.3497889
Courtyard by Marriott,3399 International BLVD,Hapeville,GA,30354,2020-01-03,85,33.6621959,-84.4238726
Domino's Pizza,1100 Hammond DR,Atlanta,GA,30328,2019-11-05,96,33.9195355,-84.3525657
Publik,654 Peachtree RD,Atlanta,GA,30308,2018-11-26,91,33.7723757,-84.3850309
Smokey's BBQ,3850 Jonesboro RD,Atlanta,GA,30354,2019-10-11,85,33.6499513,-84.3649869
Branded Concessions Cart #1,285 Andrew Young International,Atlanta,GA,30313,2015-03-31,99,33.7585199,-84.3961482
L-1 Mobile @ The Atlanta Civic Center,395 Piedmont AVE NE,Atlanta,GA,30308,2013-10-23,100,33.7650528,-84.3813921
Yogli Mogli Dunwoody,2090 Dunwoody Club DR,Atlanta,GA,30350,2019-05-06,100,33.9606791,-84.3012731
Yogurtland,1264 West Paces Ferry RD,Atlanta,GA,30327,2019-02-26,98,33.8481764,-84.4283925
Grindhouse Killer Burgers,1842 Piedmont AVE,Atlanta,GA,30324,2019-07-11,98,33.8061508,-84.3674099
Horseshoe Bend Country Club-Snack Bar,2100 Steeplechase LN,Roswell,GA,30076,2019-06-28,100,33.9818005,-84.2969977
Horseshoe Bend Country Club-Kitchen,2100 Steeplechase LN,Roswell,GA,30076,2019-11-22,94,33.9818005,-84.2969977
Hooters of Roswell,795 Holcomb Bridge RD,Roswell,GA,30076,2019-12-06,93,34.0305483,-84.3390042
American Deli,1003 Virginia AVE,Hapeville,GA,30354,2019-06-10,80,33.6594288,-84.4223956
Treehouse Restaurant And Pub,7 Kings CIR,Atlanta,GA,30305,2019-10-18,73,33.8187505,-84.3810226
Viande Rouge (after 5),9810 Medlock Bridge STE 900,Duluth,GA,30097,2018-01-10,94,34.0205297,-84.1900367
Wayne's World Cafe,148 Andrew Young International BLVD,Atlanta,GA,30303,2019-05-17,99,33.7600657,-84.3827060
B.P. AM/PM Subway,3004 Piedmont RD NE,Atlanta,GA,30305,2017-10-04,96,33.8365989,-84.3686420
Genki Noodles & Sushi,1040 North Highland AVE,Atlanta,GA,30306,2019-07-03,85,33.7829230,-84.3547081
"Casseroles, LLC",1393 North Highland AVE STE 4,Atlanta,GA,30306,2019-10-03,100,33.7921966,-84.3522948
Subway,519 North Central AVE,Hapeville,GA,30354,2019-08-12,94,33.6574932,-84.4060428
Rooster King,216 West Broad ST,Fairburn,GA,30213,2019-02-25,90,33.5700650,-84.5760157
Chastain Park Amphitheater (Main Bar),4469 Stella DR NW,Atlanta,GA,30327,2013-10-15,100,33.8766169,-84.3960225
Chastain Park Amphitheater (Plaza Bar),4469 Stella DR NW,Atlanta,GA,30327,2013-10-15,100,33.8766169,-84.3960225
Five Guys,860 Peachtree ST STE A,Atlanta,GA,30308,2019-11-12,100,33.7781916,-84.3846201
City Club Of Buckhead Bar,3343 Peachtree RD STE 1850,Atlanta,GA,30326,2017-10-03,96,33.8470307,-84.3666915
Sage Dining Services - Pace Academy Lower,966 West Paces Ferry RD,Atlanta,GA,30327,2019-10-16,90,33.8488195,-84.4170356
Tassili's Raw Reality,1059 Ralph David Abernathy BLVD,Atlanta,GA,30310,2019-04-24,90,33.7385020,-84.4224999
Atlanta Charter Middle School,820 Essie AVE,Atlanta,GA,30316,2019-10-29,99,33.7325263,-84.3551086
The Filling Station,6325 Peachtree Dunwoody RD,Atlanta,GA,30328,2019-11-07,100,33.9281066,-84.3514590
Atria Buckhead,2848 Lenox RD,Atlanta,GA,30324,2019-03-07,100,33.8320308,-84.3576143
Park Bench,34 Irby ST,Atlanta,GA,30305,2017-04-01,95,33.8409914,-84.3806120
Il MIO IL TUO INC,800 Peachtree ST STE F1,Atlanta,GA,30308,2019-10-01,82,33.7763668,-84.3848366
BGR Grille,1603 White WAY,Atlanta,GA,30344,2019-06-05,74,33.6787669,-84.4412869
Coverdell Cafeteria,244 Washington ST SW,Atlanta,GA,30334,2018-10-18,100,33.7482344,-84.3895964
Quality Inn Kitchen,89 Luckie ST,Atlanta,GA,30303,2019-11-12,91,33.7574508,-84.3893159
Cafe At Pharr,1465 Chattahoochee AVE STE 100,Atlanta,GA,30318,2019-09-11,100,33.8072887,-84.4342521
Bite Creative Cuisine & Catering,11500 Webb Bridge WAY STE A-9,Alpharetta,GA,30005,2019-01-10,94,34.0616014,-84.2250323
Wrecking Bar Brewpub,292 Moreland AVE NE,Atlanta,GA,30307,2018-07-27,93,33.7623270,-84.3497478
Salad Bar - North Ave.,120 North AVE,Atlanta,GA,30313,2018-10-10,100,33.7700594,-84.3916245
Grill - North Ave.,120 North AVE,Atlanta,GA,30313,2018-10-10,100,33.7700594,-84.3916245
Deli - North Ave.,120 North AVE,Atlanta,GA,30313,2018-10-10,100,33.7700594,-84.3916245
Pasta - North Ave.,120 North AVE,Atlanta,GA,30313,2018-10-10,93,33.7700594,-84.3916245
WOK Station - North Ave.,120 North AVE,Atlanta,GA,30313,2018-10-10,100,33.7700594,-84.3916245
North Ave. - Main Kitchen,120 North AVE,Atlanta,GA,30313,2018-10-10,100,33.7700594,-84.3916245
Twisted Taco,9700 Medlock Bridge RD STE 110,Johns Creek,GA,30097,2018-08-07,91,34.0175527,-84.1923682
Smokey's BBQ - Outdoor,3850 Jonesboro RD,Atlanta,GA,30354,2019-10-11,83,33.6499513,-84.3649869
Limerick Junction Pub,822 North Highland AVE,Atlanta,GA,30306,2016-07-21,89,33.7770355,-84.3527056
Panera Bread,1544 Piedmont RD SPC 203,Atlanta,GA,30324,2019-02-05,97,33.7990622,-84.3717014
Maki Fresh,2349 Peachtree ST NE,Atlanta,GA,30305,2018-03-05,82,33.8156348,-84.3910819
Market Street Cafe,3475 Piedmont RD,Atlanta,GA,30305,2020-01-08,98,33.8506063,-84.3750687
Verde Taqueria,1193 Collier RD,Atlanta,GA,30319,2019-06-06,90,33.8116773,-84.4245291
Wingnuts,768 Marietta ST NW,Atlanta,GA,30318,2019-03-21,93,33.7730832,-84.4040112
Bombay Flames,3050 Mansell RD STE A,Alpharetta,GA,30022,2019-12-04,100,34.0379447,-84.2962570
T.J.'s Sandwiches,190 Marietta ST STE 225,Atlanta,GA,30303,2020-03-03,90,33.7590584,-84.3950221
Jerk Palace,4550 Jonesboro RD STE M,Union City,GA,30291,2019-06-13,91,33.5666381,-84.5370780
"Stylish Food & Events, Inc. dba Art of Food",700 Dalrymple RD NE STE 100,Sandy Springs,GA,30328,2019-02-25,86,33.9554480,-84.3635904
Mike's Hot Dogs,5948 Roswell RD,Sandy Springs,GA,30328,2019-12-17,100,33.9179575,-84.3815871
"Atlanta Center for Self Sufficiency, Inc.",458 Edgewood AVE,Atlanta,GA,30312,2019-05-02,93,33.7543963,-84.3727011
Tomo Japanese Restaurant,3630 Peachtree RD,Atlanta,GA,30326,2020-01-24,96,33.8544526,-84.3583947
Orleagian Snoballs(Extended),1161 Ponce De Leon,Atlanta,GA,30306,2016-08-29,99,33.7735171,-84.3493107
Sweet Auburn Barbecue,209 Edgewood AVE STE 128,Atlanta,GA,30303,2019-12-13,90,33.7540215,-84.3799140
