name,STREETADDRESS,STREETCITY,STREETSTATE,STREETCOUNTRY,STREETZIPCODE,STREETCOUNTY,STREETMSA,Employment (Individual Site - Current Year),PRIMARYNAICS,Category,SubCategory,SIC8DIGIT,Description,coi_sector,COI Sub-sector,lat,lon
PARSEC INC.,1600 MARIETTA RD NW,ATLANTA,GA,USA,30318-3651,FULTON,43,110,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.4401018,-84.6137964
SOHO MOTORSPORTS LLC,2924 CLAIRMONT RD NE,BROOKHAVEN,GA,USA,30329-1655,DEKALB,43,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.4401018,-84.6137964
RPM TRANSPORT AND LOGISTICS LLC,68 PADGETT ROAD CIR,DAWSONVILLE,GA,USA,30534-2822,DAWSON,0,3,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT TRUCKING OPERATOR-NONLOCAL,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.833993,-84.613612
MJDC EXPRESS- LLC,145 LEE BYRD RD STE 3L,LOGANVILLE,GA,USA,30052-2310,WALTON,43,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.4409244,-84.6136111
KATS TRANSPORT & LOGISTICS LLC,4127 ALAYNA LEE CIR,MCDONOUGH,GA,USA,30252-3702,HENRY,43,2,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.4409244,-84.6136111
A MOORE ENTERPRISES INC,5151 PAT WILEY DR,POWDER SPRINGS,GA,USA,30127-2457,COBB,43,4,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.681842,-84.613372
TRUCK & MORE- LLC,974 BUFORD DR,LAWRENCEVILLE,GA,USA,30043-4523,GWINNETT,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.681842,-84.613372
GOTTA HAV-IT EXPRESS- INC.,38 KINGSBROOKE CIR,PALMETTO,GA,USA,30268-8516,FULTON,43,4,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.851733,-84.6133452
FATHER & SON TRUCKING CO.- INC.,16007 OLLIFFTOWN RD,METTER,GA,USA,30439-9255,CANDLER,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7813569,-84.6132969
LYONS TRUCKING,7790 US HIGHWAY 17,RICHMOND HILL,GA,USA,31324-3148,BRYAN,538,5,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42139903,CONTRACT HAULERS,TRUCK,Dry Van,33.6394915,-84.6131817
WILLIAMS TRUCKING,352 CARL BETHLEHEM RD SW,BETHLEHEM,GA,USA,30620-2102,BARROW,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.0300618,-84.6130181
PATRICK'S HAULING INC,2308 FIVE FRKS TRICKUM RD,LAWRENCEVILLE,GA,USA,30044-5855,GWINNETT,43,6,484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR HIGHWAY/STREET CONSTRUCTION,42129905,DUMP TRUCK HAULAGE,TRUCK,Dump Truck,33.7645396,-84.6127727
MELANITE LLC,1755 N BROWN RD STE 221,LAWRENCEVILLE,GA,USA,30043-8198,GWINNETT,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR COMMERCIAL NONPHYSICAL RESEARCH,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,33.7801773,-84.6126598
RCP EXPRESS LLC,4922 HUDSON RIVERS CH RD,DANIELSVILLE,GA,USA,30633-1602,MADISON,42,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.623801,-84.61262
SKKDAN TRUCKING LLC,100 ELLIS RD,NEWNAN,GA,USA,30265-3377,COWETA,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.738982,-84.612425
ACES DELIVERY & ASSEMBLY SERVICE- LLC,5584 WINDFALL LN,LITHONIA,GA,USA,30058-2628,DEKALB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,30.9377245,-84.6123618
THE CASUAL DRIVER LLC,921 BEAVER LN NW,LILBURN,GA,USA,30047-2605,GWINNETT,43,3,484110,"GENERAL FREIGHT TRUCKING, LOCAL",TRANSPORTATION/TRUCKING,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.8946334,-84.6123228
TANK STAR U S A- INC,205 LISSNER AVE,SAVANNAH,GA,USA,31408-3569,CHATHAM,538,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.8801119,-84.611651
MINX ENTERPRISE- INC,1516 JUSTINE WAY SE,MABLETON,GA,USA,30126-2839,COBB,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",REMOVAL SERVICE,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.4099286,-84.6113822
MADISON TRUCKING INC,13644 US HIGHWAY 17,WOODBINE,GA,USA,31569-3215,CAMDEN,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,32.0990317,-84.6113413
TWO-LANE LOGISTICS L.L.C.,19 MORGAN ST,SENOIA,GA,USA,30276-2025,COWETA,0,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION SERVICES,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,34.0094335,-84.6111982
HELPFUL MOVER,245 CLAIRIDGE LN,LAWRENCEVILLE,GA,USA,30046-7731,GWINNETT,43,8,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.7052504,-84.6111378
PRUITT CARTAGE INC,383 CALLAWAY RD,FAYETTEVILLE,GA,USA,30215-2205,FAYETTE,43,8,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129909," LIGHT HAULAGE AND CARTAGE, LOCAL ",TRUCK,Local,33.9924491,-84.6109119
J & Y EXPRESS- LLC,3110 DUNLIN LAKE WAY,LAWRENCEVILLE,GA,USA,30044-3589,GWINNETT,43,3,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,34.0080303,-84.610871
ATLANTIC EXPRESS HAULING LLC,4109 CALIBRE CREEK PKWY,ROSWELL,GA,USA,30076-4546,FULTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129909," LIGHT HAULAGE AND CARTAGE, LOCAL ",TRUCK,Local,33.8289247,-84.6108096
BIRU LLC,607 4TH AVE,WEST POINT,GA,USA,31833-1507,TROUP,0,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.4595924,-84.6106461
AMERICAN SAFETY MOVERS- INC.,5250 OLD LOUISVILLE RD # 4,POOLER,GA,USA,31322-8922,CHATHAM,538,2,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.9034389,-84.6106412
MCCONNELL COURIER SERVICE LLC,2100 NORTHWEST PKWY SE # 318,MARIETTA,GA,USA,30067-8716,COBB,43,1,492110,COURIERS AND EXPRESS DELIVERY SERVICES,COURIER SERVICE,42150000,COURIER SERVICES EXCEPT BY AIR,TRUCK,Courier/Parcel,33.8770402,-84.6105234
SKIDMORE EXPRESS LLC,785 JOHNSON LAKE RD SE,ADAIRSVILLE,GA,USA,30103-3710,BARTOW,0,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310102," BROKERS, SHIPPING ",FREIGHT FORWARDING,,33.707236,-84.610214
GOT-RITE TRUCKING LLC,1354 HEPHZIBAH MCBEAN RD C,HEPHZIBAH,GA,USA,30815-8420,RICHMOND,49,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.0034516,-84.6101778
MJ & JL SHANNON TRUCKING LLC,362 RIVER RD,DRY BRANCH,GA,USA,31020-4721,TWIGGS,343,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.1437065,-84.6101757
KUEHNE + NAGEL INC.,300 EAGLES LANDING PKWY,STOCKBRIDGE,GA,USA,30281-5067,HENRY,43,10,493130,FARM PRODUCT WAREHOUSING AND STORAGE,FARM PRODUCT WAREHOUSING,42210000,FARM PRODUCT WAREHOUSING AND STORAGE,WAREHOUSING,Farm Product,33.6682651,-84.6100939
ON THE GO TRUCKING- LLC,4023 MINERS LN,VILLA RICA,GA,USA,30180-5847,CARROLL,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.0115047,-84.6099303
LUCAR AFFORDABLE TRUCK SERVICE,2926 JOYCLIFF RD,MACON,GA,USA,31211-7747,BIBB,343,3,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.8293638,-84.6099099
FIVE GUYS MOVERS INC,7552 WINDEREMERE PARK,RIVERDALE,GA,USA,30274-3523,CLAYTON,43,2,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.9781733,-84.6098458
ACR ENTERPRISES- INC.,4707 REANN WAY NE,KENNESAW,GA,USA,30144-1580,COBB,43,4,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.5651002,-84.6096645
SLATER 1 TRANSPORT LLC,1525 LAUREL CROSSING PKWY,BUFORD,GA,USA,30519-6562,GWINNETT,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.5637412,-84.6095009
SAMSON TRUCKING LLC,220 GOODE RD,CONYERS,GA,USA,30094-3210,ROCKDALE,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7056241,-84.6094891
GOODRUM LOGISTICS LLC,8292 EASTSHORE DR,UNION CITY,GA,USA,30291-6029,FULTON,43,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.543605,-84.609342
VIP EXPRESS LLC,3338 PENNINGTON DR,LITHONIA,GA,USA,30038-1577,DEKALB,43,4,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.0775089,-84.609276
PRONTO COURIERS,1208 MANDALAY PKWY,MCDONOUGH,GA,USA,30253-6117,HENRY,43,1,492110,COURIERS AND EXPRESS DELIVERY SERVICES,COURIER SERVICE,42150000,COURIER SERVICES EXCEPT BY AIR,TRUCK,Courier/Parcel,33.808351,-84.609111
FITZGERALD FORWARDING COMPANY INC,260 OATLAND ISLAND RD,SAVANNAH,GA,USA,31410-1159,CHATHAM,538,12,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT FORWARDING,47310202, FOREIGN FREIGHT FORWARDING ,FREIGHT FORWARDING,,33.9953603,-84.6089897
FRANKLIN BLOSSER TRUCKING,1542 HADDEN POND RD,AVERA,GA,USA,30803-5742,JEFFERSON,0,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.8491716,-84.6089488
Z'S ALL AMERICAN HAULING LLC,2236 CALEDONIA DR,LAWRENCEVILLE,GA,USA,30045-3597,GWINNETT,43,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42139904,HEAVY HAULING NEC,TRUCK,,34.0004215,-84.6088363
BIGDAWG & SON TRUCKING LLC,4211 KENT DR,POWDER SPRINGS,GA,USA,30127-2411,COBB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.8521921,-84.60878
T LIVIU TRUCKING INC,660 MATTIE FARM PL,LAWRENCEVILLE,GA,USA,30045-5297,GWINNETT,43,4,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.8601556,-84.6087523
PEGGY GUINN,413 W BROAD ST,MOUNT VERNON,GA,USA,30445-2629,MONTGOMERY,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,30.8756817,-84.6085801
BEST MOVERS-FOREST PARK GA,834 WARREN DR,FOREST PARK,GA,USA,30297-1365,CLAYTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING-WITH STORAGE,42140000, LOCAL TRUCKING WITH STORAGE ,TRUCK,Local,33.5794735,-84.6082739
ADW TRANSPORT LLC,2884 BEN HILL RD,EAST POINT,GA,USA,30344-1976,FULTON,43,2,484230,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",TRUCKING OPERATOR-NONLOCAL,42139909,MOBILE HOMES TRANSPORT,TRUCK,Specialized,33.6971581,-84.6080236
L & M TRANSPORT AND HAULING LLC,8228 MOUNTAIN PASS,RIVERDALE,GA,USA,30274-4801,CLAYTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129909," LIGHT HAULAGE AND CARTAGE, LOCAL ",TRUCK,Local,34.0938741,-84.6079161
M&M RELIABLE TRUCKING LLC,211 BIRCHWOOD DR,TEMPLE,GA,USA,30179-5078,CARROLL,0,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.7946524,-84.6078649
JEFFREY L RAGSDALE HAULIN,362 CREEKWOOD PASS,DALLAS,GA,USA,30157-5120,PAULDING,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.5249763,-84.6077831
DOT DOT TRUCKING,783 CLAIRIDGE OAK CT,LAWRENCEVILLE,GA,USA,30046-7713,GWINNETT,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7939558,-84.6076839
JAKT UP MUSIC- LLC,316 EAGLE RIDGE PL,CANTON,GA,USA,30114-6826,CHEROKEE,43,1,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,33.626528,-84.607561
AFRICAN EXPRESS INC,4757 CANTON RD STE 110,MARIETTA,GA,USA,30066-3246,COBB,43,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.7095713,-84.6075173
DRYZE LOGISTICS LTD LIABILITY LTD PARTN,785 ENGLISH CT,LAWRENCEVILLE,GA,USA,30044-5765,GWINNETT,43,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.7095713,-84.6075173
PLEASANT PRAIRIE LOGISTICS LLC,750 LONGLEAF BLVD,LAWRENCEVILLE,GA,USA,30046-8459,GWINNETT,43,4,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.7095713,-84.6075173
V&V TRUCKING- INC,910 OAK VALLEY RD,DACULA,GA,USA,30019-7512,GWINNETT,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.5629999,-84.6074968
ONYXX MOVERS AND RELOCATION SPECIALISTS- INC.,4540 MEMORIAL DR STE A1,DECATUR,GA,USA,30032-1455,DEKALB,43,2,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.9404524,-84.6074764
GMR TRANSPORT LLC,125 AVONDALE DR,MCDONOUGH,GA,USA,30253-2932,HENRY,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD","TRUCKING, EXCEPT LOCAL",42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.0249096,-84.6073332
SOUTHERN LUMBER LOGISTICS- INC.,80 CHEMIN PL,SHARPSBURG,GA,USA,30277-2310,COWETA,0,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310200, FREIGHT FORWARDING ,FREIGHT FORWARDING,,33.69971,-84.607292
ATLANTA ALASKA,20 PINE CANYON DR SW # 33,ATLANTA,GA,USA,30331-2863,FULTON,43,30,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7906024,-84.6072719
BJC LOGISTICS LLC,103 MERRITT ST,WILLACOOCHEE,GA,USA,31650-2924,ATKINSON,0,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,34.0517859,-84.6072719
EL SMITH TRUCKING INC,111 SPORTSMAN TRL NE,MILLEDGEVILLE,GA,USA,31061-8218,BALDWIN,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.5599289,-84.6072178
JR TRUCKING-ATL- LLC,3136 BAYWOOD CT,CONYERS,GA,USA,30013-6740,ROCKDALE,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7071186,-84.6071901
GLEAVES TRANSPORT LLC,147 FAIROAKS CIR,STOCKBRIDGE,GA,USA,30281-1191,HENRY,43,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.632414,-84.607167
TOM BALLEW,1838 CRAIGTOWN RD,ELLIJAY,GA,USA,30540-1452,GILMER,0,1,492110,COURIERS AND EXPRESS DELIVERY SERVICES,COURIER SERVICE,42150000,COURIER SERVICES EXCEPT BY AIR,TRUCK,Courier/Parcel,33.7833039,-84.607147
SIMPLY MADE/MORE THAN MAIL UPS COCHRAN,128 S 7TH ST,COCHRAN,GA,USA,31014-8019,BLECKLEY,0,1,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,33.7842048,-84.6071112
V DEUCE TRUCKING LLC,4923 PANOLA MILL DR,LITHONIA,GA,USA,30038-2348,DEKALB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7842048,-84.6071112
E C TRANSPORTATION- INC.,2370 SULLIVAN RD,ATLANTA,GA,USA,30337-6300,FULTON,43,10,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR TRUCKING OPERATOR-NONLOCAL,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7690142,-84.6071083
THHAULING,568 GA HIGHWAY 18 E,GRAY,GA,USA,31032-5806,JONES,343,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129909," LIGHT HAULAGE AND CARTAGE, LOCAL ",TRUCK,Local,33.8799672,-84.6068833
TRANS2EXCLUSIVE,495 CIRCLE 85 ST,ATLANTA,GA,USA,30349-7228,FULTON,43,4,488510,FREIGHT TRANSPORTATION ARRANGEMENT,PASSENGER TRANS ARRANGMT FOREIGN SEA TRANS-FRGHT FREIGHT TRANS ARRANGMT BUS SERVS NON-COMCL SITE,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.7060593,-84.6068629
GLOBAL CARGO INC,4735 POMARINE CIR,NORCROSS,GA,USA,30092-4943,GWINNETT,43,2,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.7060593,-84.6068629
STEHRS TRUCKING,1323 NATCHEZ TRCE SW A,MARIETTA,GA,USA,30008-7128,COBB,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7060593,-84.6068629
D CARVER TRUCKING,1096 BENNOCK MILL RD,AUGUSTA,GA,USA,30906-8791,RICHMOND,49,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.0476348,-84.605926
C&B CARRIERS- INC.,1911 GRAYSON HWY,GRAYSON,GA,USA,30017-1245,GWINNETT,43,5,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.7318462,-84.6058818
M & E LOGISTICS,2451 CUMBERLAND PKWY SE,ATLANTA,GA,USA,30339-6136,FULTON,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.8039569,-84.605877
ALL AMERICAN STORAGE SYSTEM II,1419 COBB PKWY N,MARIETTA,GA,USA,30062-2425,COBB,43,2,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42250000,GENERAL WAREHOUSING AND STORAGE,OTHER,,33.8409624,-84.6056563
BURGESS ALTONIO,614 W MONROE AVE,ASHBURN,GA,USA,31714-5621,TURNER,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7052993,-84.6055084
GEORGIA DEPARTMENT OF TRANSPORTATION,603 LANIER BLVD,BRUNSWICK,GA,USA,31520-8106,GLYNN,0,6,488490,OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,BRIDGE OPERATOR,47850101,TOLL BRIDGE OPERATION,TRUCK,,34.0487128,-84.6055024
TOPCHOICE MOVERS,3241 HOPKINS RD,POWDER SPRINGS,GA,USA,30127-3636,COBB,43,4,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.6261634,-84.6053291
K & G CUSTOMS SERVICE INC,5935 BUFORD HWY,NORCROSS,GA,USA,30071-2413,GWINNETT,43,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310103, CUSTOMHOUSE BROKERS ,CUSTOMS BROKER,,33.7286546,-84.6053291
NYK LINE (NORTH AMERICA) INC.,360 INTERSTATE NORTH PKWY,ATLANTA,GA,USA,30339-2203,FULTON,43,53,483111,DEEP SEA FREIGHT TRANSPORTATION,DEEP SEA FOREIGN AND DOMESTIC FREIGHT TRANSPORTATION,44120000,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,OCEAN,,33.7286546,-84.6053291
JERUSALEM TRUCKING LLC,1602 DEAN FOREST RD LOT A,SAVANNAH,GA,USA,31408-9500,CHATHAM,538,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.810024,-84.6052473
REQUIREMENTS INC,3370 W HOSPITAL AVE,ATLANTA,GA,USA,30341-3452,DEKALB,43,2,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42250000,GENERAL WAREHOUSING AND STORAGE,OTHER,,33.8163952,-84.6050402
